support,itemsets,itemset_length
0.0011361358016440553,"canned beer, chicken",2
0.0011361358016440553,"herbs, yogurt",2
0.0011361358016440553,"herbs, whole milk",2
0.0011361358016440553,"sausage, uht-milk",2
0.0011361358016440553,"uht-milk, yogurt",2
0.0011361358016440553,"sliced cheese, soda",2
0.0011361358016440553,"sausage, sliced cheese",2
0.0011361358016440553,"candy, other vegetables",2
0.0011361358016440553,"frankfurter, fruit/vegetable juice",2
0.0011361358016440553,"berries, pip fruit",2
0.0011361358016440553,"long life bakery product, other vegetables",2
0.0011361358016440553,"ham, tropical fruit",2
0.0011361358016440553,"tropical fruit, waffles",2
0.0011361358016440553,"waffles, yogurt",2
0.0011361358016440553,cookware,1
0.0011361358016440553,bathroom cleaner,1
0.0011361358016440553,pudding powder,1
0.0010693042839002875,"sausage, soda, whole milk",3
0.0010693042839002875,"root vegetables, salty snack",2
0.0010693042839002875,"misc. beverages, sausage",2
0.0010693042839002875,"hygiene articles, soda",2
0.0010693042839002875,"frankfurter, newspapers",2
0.0010693042839002875,"beef, bottled beer",2
0.0010693042839002875,"beef, fruit/vegetable juice",2
0.0010693042839002875,"white bread, yogurt",2
0.0010693042839002875,"frozen vegetables, tropical fruit",2
0.0010693042839002875,"bottled water, frozen vegetables",2
0.0010693042839002875,"frankfurter, frozen vegetables",2
0.0010693042839002875,"detergent, yogurt",2
0.0010693042839002875,"canned beer, chocolate",2
0.0010693042839002875,"chocolate, citrus fruit",2
0.0010693042839002875,"frozen fish, whole milk",2
0.0010693042839002875,"curd, margarine",2
0.0010693042839002875,"bottled beer, margarine",2
0.0010693042839002875,"chicken, pip fruit",2
0.0010693042839002875,"chicken, sausage",2
0.0010693042839002875,"flour, tropical fruit",2
0.0010693042839002875,"bottled water, dessert",2
0.0010693042839002875,"dessert, root vegetables",2
0.0010693042839002875,"dessert, tropical fruit",2
0.0010693042839002875,"bottled beer, hamburger meat",2
0.0010693042839002875,"coffee, pip fruit",2
0.0010693042839002875,"bottled water, uht-milk",2
0.0010693042839002875,"grapes, root vegetables",2
0.0010693042839002875,"grapes, sausage",2
0.0010693042839002875,"brown bread, whipped/sour cream",2
0.0010693042839002875,"processed cheese, root vegetables",2
0.0010693042839002875,"onions, whipped/sour cream",2
0.0010693042839002875,"napkins, root vegetables",2
0.0010693042839002875,"hard cheese, pip fruit",2
0.0010693042839002875,"domestic eggs, fruit/vegetable juice",2
0.0010693042839002875,"oil, yogurt",2
0.0010693042839002875,"beverages, bottled water",2
0.0010693042839002875,"berries, pastry",2
0.0010693042839002875,"berries, bottled water",2
0.0010693042839002875,"berries, root vegetables",2
0.0010693042839002875,"long life bakery product, tropical fruit",2
0.0010693042839002875,"long life bakery product, sausage",2
0.0010693042839002875,"bottled beer, pork",2
0.0010693042839002875,"cat food, rolls/buns",2
0.0010693042839002875,"chewing gum, other vegetables",2
0.0010693042839002875,"pasta, whole milk",2
0.0010693042839002875,cocoa drinks,1
0.0010693042839002875,flower soil/fertilizer,1
0.0010024727661565194,"rolls/buns, soda, whole milk",3
0.0010024727661565194,"salty snack, tropical fruit",2
0.0010024727661565194,"canned beer, salty snack",2
0.0010024727661565194,"other vegetables, semi-finished bread",2
0.0010024727661565194,"pickled vegetables, whole milk",2
0.0010024727661565194,"misc. beverages, root vegetables",2
0.0010024727661565194,"hygiene articles, root vegetables",2
0.0010024727661565194,"beef, canned beer",2
0.0010024727661565194,"beef, frankfurter",2
0.0010024727661565194,"domestic eggs, white bread",2
0.0010024727661565194,"tropical fruit, white bread",2
0.0010024727661565194,"brown bread, white bread",2
0.0010024727661565194,"whipped/sour cream, white bread",2
0.0010024727661565194,"brown bread, butter",2
0.0010024727661565194,"butter, canned beer",2
0.0010024727661565194,"sugar, tropical fruit",2
0.0010024727661565194,"butter milk, root vegetables",2
0.0010024727661565194,"butter milk, tropical fruit",2
0.0010024727661565194,"butter milk, shopping bags",2
0.0010024727661565194,"detergent, rolls/buns",2
0.0010024727661565194,"bottled beer, chocolate",2
0.0010024727661565194,"margarine, shopping bags",2
0.0010024727661565194,"fruit/vegetable juice, margarine",2
0.0010024727661565194,"bottled beer, chicken",2
0.0010024727661565194,"chicken, domestic eggs",2
0.0010024727661565194,"chicken, root vegetables",2
0.0010024727661565194,"chicken, margarine",2
0.0010024727661565194,"curd, dessert",2
0.0010024727661565194,"hamburger meat, pastry",2
0.0010024727661565194,"canned beer, coffee",2
0.0010024727661565194,"root vegetables, uht-milk",2
0.0010024727661565194,"candy, citrus fruit",2
0.0010024727661565194,"bottled water, onions",2
0.0010024727661565194,"hard cheese, root vegetables",2
0.0010024727661565194,"meat, soda",2
0.0010024727661565194,"rolls/buns, soft cheese",2
0.0010024727661565194,"citrus fruit, cream cheese",2
0.0010024727661565194,"cream cheese, frankfurter",2
0.0010024727661565194,"pot plants, whole milk",2
0.0010024727661565194,"other vegetables, pot plants",2
0.0010024727661565194,"cat food, tropical fruit",2
0.0010024727661565194,"chewing gum, soda",2
0.0010024727661565194,"rolls/buns, seasonal products",2
0.0010024727661565194,ready soups,1
0.0010024727661565194,cooking chocolate,1
