item_a,item_b,category_a,category_b,category_pair,cross_category,co_occurrences,support_a,support_b,pair_support,lift,jaccard,chi_squared
margarine,dessert,other,dairy,dairy + other,True,10,0.03221279155249616,0.02359152576355009,0.0006683151774376796,0.8794212029668638,0.012121212121212121,0.17495789450170926
sausage,fruit/vegetable juice,meat and seafood,produce,meat and seafood + produce,True,27,0.06034886052262247,0.03401724253157789,0.001804450979081735,0.8789757781853548,0.019494584837545126,0.49567319655716274
tropical fruit,chocolate,produce,snacks and sweets,produce + snacks and sweets,True,21,0.0677671589921807,0.02359152576355009,0.001403461872619127,0.8778601002397036,0.015601783060921248,0.39206056783874216
yogurt,bottled beer,dairy,beverages,beverages + dairy,True,51,0.08587850030074183,0.04531176903027468,0.003408407404932166,0.8759030336420921,0.026673640167364017,1.027474336779455
tropical fruit,cream cheese,produce,dairy,dairy + produce,True,21,0.0677671589921807,0.023658357281293858,0.001403461872619127,0.875380269448066,0.015590200445434299,0.40932657862564326
domestic eggs,pork,other,meat and seafood,meat and seafood + other,True,18,0.037091492347791216,0.037091492347791216,0.0012029673193878234,0.8743900657414172,0.016483516483516484,0.35030409903234144
sausage,canned beer,meat and seafood,beverages,beverages + meat and seafood,True,37,0.06034886052262247,0.04691572545612511,0.0024727661565194146,0.8733645051474508,0.023596938775510203,0.7586110098555952
whole milk,beef,dairy,meat and seafood,dairy + meat and seafood,True,70,0.15792287642852368,0.03395041101383412,0.004678206242063757,0.8725479088706803,0.024991074616208496,1.6019590105036894
bottled water,white bread,beverages,bakery,bakery + beverages,True,19,0.06068301811134131,0.023992514870012697,0.0012697988371315912,0.8721515958425877,0.015224358974358972,0.3884068866962553
beef,coffee,meat and seafood,beverages,beverages + meat and seafood,True,14,0.03395041101383412,0.03161130789280225,0.0009356412484127515,0.871810024803982,0.014477766287487074,0.28207537520013287
shopping bags,pork,household,meat and seafood,household + meat and seafood,True,23,0.04758404063356279,0.037091492347791216,0.0015371249081066632,0.870910517258832,0.018488745980707398,0.4798708109999755
other vegetables,pork,produce,meat and seafood,meat and seafood + produce,True,59,0.12210118291786407,0.037091492347791216,0.00394305954688231,0.870641084434188,0.025398191993112357,1.341454970941252
citrus fruit,brown bread,produce,bakery,bakery + produce,True,26,0.05313105660629553,0.03762614448974136,0.0017376194613379669,0.8691935609995867,0.01951951951951952,0.5616702288448546
pastry,pip fruit,bakery,produce,bakery + produce,True,33,0.0517275947336764,0.049054334023925686,0.002205440085544343,0.8691517225355385,0.022372881355932205,0.720884268202711
canned beer,chicken,beverages,meat and seafood,beverages + meat and seafood,True,17,0.04691572545612511,0.027868742899151238,0.0011361358016440553,0.8689492850164313,0.015426497277676952,0.36264113835269884
yogurt,shopping bags,dairy,household,dairy + household,True,53,0.08587850030074183,0.04758404063356279,0.003542070440419702,0.8667850741048397,0.02726337448559671,1.246348894524279
citrus fruit,frankfurter,produce,other,other + produce,True,26,0.05313105660629553,0.037759807525228894,0.0017376194613379669,0.8661167696332165,0.019490254872563718,0.5905761443463465
root vegetables,margarine,produce,other,other + produce,True,29,0.06957160997126245,0.03221279155249616,0.0019381140145692708,0.8648064221682789,0.01941097724230254,0.6806571076043338
newspapers,chicken,other,meat and seafood,meat and seafood + other,True,14,0.038895943326872955,0.027868742899151238,0.0009356412484127515,0.8631527767476741,0.014213197969543147,0.3251000417715927
brown bread,domestic eggs,bakery,other,bakery + other,True,18,0.03762614448974136,0.037091492347791216,0.0012029673193878234,0.8619653401180934,0.016363636363636365,0.42936848130585853
yogurt,frozen vegetables,dairy,produce,dairy + produce,True,31,0.08587850030074183,0.028002405934638777,0.0020717770500568067,0.8615157452894142,0.01852958756724447,0.7766586033670416
whole milk,frozen vegetables,dairy,produce,dairy + produce,True,57,0.15792287642852368,0.028002405934638777,0.003809396511394774,0.8614216586859672,0.02091743119266055,1.5525039978235697
tropical fruit,bottled water,produce,beverages,beverages + produce,True,53,0.0677671589921807,0.06068301811134131,0.003542070440419702,0.8613323167287926,0.028357410379882292,1.3511982525283537
other vegetables,curd,produce,dairy,dairy + produce,True,53,0.12210118291786407,0.03368308494285905,0.003542070440419702,0.861242517441204,0.023266022827041266,1.3966873063828271
yogurt,newspapers,dairy,other,dairy + other,True,43,0.08587850030074183,0.038895943326872955,0.0028737552629820224,0.8603219810929708,0.023574561403508772,1.1099137610428365
pastry,coffee,bakery,beverages,bakery + beverages,True,21,0.0517275947336764,0.03161130789280225,0.001403461872619127,0.8582935903108969,0.017128874388254486,0.5350317967191947
soda,curd,beverages,dairy,beverages + dairy,True,42,0.09710619528169484,0.03368308494285905,0.002806923745238254,0.8581670107822896,0.02193211488250653,1.128432879824473
bottled water,sausage,beverages,meat and seafood,beverages + meat and seafood,True,47,0.06068301811134131,0.06034886052262247,0.003141081333957094,0.8577148613773959,0.026643990929705215,1.2568839683119966
yogurt,pip fruit,dairy,produce,dairy + produce,True,54,0.08587850030074183,0.049054334023925686,0.00360890195816347,0.8566693879282011,0.02748091603053435,1.4896999242386286
whole milk,pork,dairy,meat and seafood,dairy + meat and seafood,True,75,0.15792287642852368,0.037091492347791216,0.005012363830782597,0.8557033546453776,0.026380583890256774,2.2506792396445086
shopping bags,frankfurter,household,other,household + other,True,23,0.04758404063356279,0.037759807525228894,0.0015371249081066632,0.8554961718206227,0.01834130781499203,0.6125736521771239
whole milk,pip fruit,dairy,produce,dairy + produce,True,99,0.15792287642852368,0.049054334023925686,0.006616320256633028,0.8540712229062719,0.03302201467645097,3.0825875429842444
citrus fruit,chocolate,produce,snacks and sweets,produce + snacks and sweets,True,16,0.05313105660629553,0.02359152576355009,0.0010693042839002875,0.8530938763874785,0.014134275618374558,0.43780583384904276
whole milk,citrus fruit,dairy,produce,dairy + produce,True,107,0.15792287642852368,0.05313105660629553,0.007150972398583172,0.8522590140983772,0.035070468698787285,3.436943703736174
other vegetables,shopping bags,produce,household,household + produce,True,74,0.12210118291786407,0.04758404063356279,0.004945532313038829,0.8512004698560298,0.03002028397565923,2.3021406676918867
tropical fruit,domestic eggs,produce,other,other + produce,True,32,0.0677671589921807,0.037091492347791216,0.002138608567800575,0.850820050820051,0.02081977878985036,0.9324461276383244
tropical fruit,shopping bags,produce,household,household + produce,True,41,0.0677671589921807,0.04758404063356279,0.0027400922274944863,0.8497371074618266,0.02433234421364985,1.2270201637524307
rolls/buns,margarine,bakery,other,bakery + other,True,45,0.11000467820624206,0.03221279155249616,0.003007418298469558,0.8487002314172922,0.02160345655304849,1.4091821042956352
domestic eggs,fruit/vegetable juice,other,produce,other + produce,True,16,0.037091492347791216,0.03401724253157789,0.0010693042839002875,0.8474769464946285,0.015267175572519085,0.4721811805828446
tropical fruit,napkins,produce,household,household + produce,True,19,0.0677671589921807,0.022121232373187194,0.0012697988371315912,0.8470446974978697,0.014328808446455505,0.5756611653299815
other vegetables,bottled beer,produce,beverages,beverages + produce,True,70,0.12210118291786407,0.04531176903027468,0.004678206242063757,0.8455678748629617,0.02874743326488706,2.3556937422767255
canned beer,dessert,beverages,dairy,beverages + dairy,True,14,0.04691572545612511,0.02359152576355009,0.0009356412484127515,0.8453467631937888,0.013448607108549471,0.42564577371505946
whole milk,shopping bags,dairy,household,dairy + household,True,95,0.15792287642852368,0.04758404063356279,0.006348994185657956,0.8448868796568827,0.031879194630872486,3.3732115204902366
bottled water,butter,beverages,dairy,beverages + dairy,True,27,0.06068301811134131,0.03522020985096572,0.001804450979081735,0.8442789791772898,0.019176136363636364,0.8557204294493194
margarine,napkins,other,household,household + other,True,9,0.03221279155249616,0.022121232373187194,0.0006014836596939117,0.8440849431497662,0.01119402985074627,0.27388457688507767
pastry,butter,bakery,dairy,bakery + dairy,True,23,0.0517275947336764,0.03522020985096572,0.0015371249081066632,0.8437133793252235,0.017996870109546165,0.727805261891245
sausage,cream cheese,meat and seafood,dairy,dairy + meat and seafood,True,18,0.06034886052262247,0.023658357281293858,0.0012029673193878234,0.8425587026296526,0.014527845036319612,0.5772197710072263
fruit/vegetable juice,frozen vegetables,produce,produce,produce,False,12,0.03401724253157789,0.028002405934638777,0.0008019782129252155,0.8419147469651288,0.013100436681222707,0.37936851310576064
whole milk,butter,dairy,dairy,dairy,False,70,0.15792287642852368,0.03522020985096572,0.004678206242063757,0.8410898248696499,0.02482269503546099,2.5868962236303683
pip fruit,fruit/vegetable juice,produce,produce,produce,False,21,0.049054334023925686,0.03401724253157789,0.001403461872619127,0.8410544798531072,0.01718494271685761,0.6866994068226013
pork,dessert,meat and seafood,dairy,dairy + meat and seafood,True,11,0.037091492347791216,0.02359152576355009,0.0007351466951814476,0.8401245438072634,0.01226309921962096,0.35595577404994844
root vegetables,frankfurter,produce,other,other + produce,True,33,0.06957160997126245,0.037759807525228894,0.002205440085544343,0.8395246231924716,0.02097902097902098,1.1306569661578214
curd,cream cheese,dairy,dairy,dairy,False,10,0.03368308494285905,0.023658357281293858,0.0006683151774376796,0.8386579678952562,0.011792452830188678,0.3289946023648771
soda,frankfurter,beverages,other,beverages + other,True,46,0.09710619528169484,0.037759807525228894,0.0030742498162133263,0.8384215751359715,0.023326572008113593,1.6487012228502282
shopping bags,canned beer,household,beverages,beverages + household,True,28,0.04758404063356279,0.04691572545612511,0.001871282496825503,0.8382230545151895,0.020202020202020204,0.9631051922214072
pastry,fruit/vegetable juice,bakery,produce,bakery + produce,True,22,0.0517275947336764,0.03401724253157789,0.0014702933903628951,0.8355695669169422,0.017446471054718478,0.7771448639855649
rolls/buns,domestic eggs,bakery,other,bakery + other,True,51,0.11000467820624206,0.037091492347791216,0.003408407404932166,0.835345308856852,0.02372093023255814,1.9314328231503495
rolls/buns,pork,bakery,meat and seafood,bakery + meat and seafood,True,51,0.11000467820624206,0.037091492347791216,0.003408407404932166,0.835345308856852,0.02372093023255814,1.9314328231503495
root vegetables,hamburger meat,produce,meat and seafood,meat and seafood + produce,True,19,0.06957160997126245,0.021853906302212123,0.0012697988371315912,0.8351679019526624,0.01408450704225352,0.6791671956214002
soda,pork,beverages,meat and seafood,beverages + meat and seafood,True,45,0.09710619528169484,0.037091492347791216,0.003007418298469558,0.8349733077881736,0.022924095771777894,1.6882105660615832
tropical fruit,whipped/sour cream,produce,dairy,dairy + produce,True,37,0.0677671589921807,0.043707812604424245,0.0024727661565194146,0.8348427820904887,0.022685469037400367,1.3560544816788496
soda,margarine,beverages,other,beverages + other,True,39,0.09710619528169484,0.03221279155249616,0.0026064291920069507,0.8332409980209783,0.020569620253164562,1.4895531371124648
shopping bags,domestic eggs,household,other,household + other,True,22,0.04758404063356279,0.037091492347791216,0.0014702933903628951,0.8330448425954045,0.017670682730923697,0.8026797219196345
fruit/vegetable juice,chocolate,produce,snacks and sweets,produce + snacks and sweets,True,10,0.03401724253157789,0.02359152576355009,0.0006683151774376796,0.8327721411198986,0.011737089201877934,0.35603291976686335
fruit/vegetable juice,cream cheese,produce,dairy,dairy + produce,True,10,0.03401724253157789,0.023658357281293858,0.0006683151774376796,0.8304196774444187,0.011723329425556858,0.3671826017718885
whole milk,white bread,dairy,bakery,bakery + dairy,True,47,0.15792287642852368,0.023992514870012697,0.003141081333957094,0.8290073168402851,0.017570093457943928,2.0169239873629046
brown bread,dessert,bakery,dairy,bakery + dairy,True,11,0.03762614448974136,0.02359152576355009,0.0007351466951814476,0.8281867172522758,0.012154696132596687,0.41725595123919557
soda,pip fruit,beverages,produce,beverages + produce,True,59,0.09710619528169484,0.049054334023925686,0.00394305954688231,0.8277687242968135,0.02772556390977444,2.46249103757268
rolls/buns,yogurt,bakery,dairy,bakery + dairy,True,117,0.11000467820624206,0.08587850030074183,0.007819287576020852,0.8276973774413625,0.04157782515991471,5.158297794244462
tropical fruit,bottled beer,produce,beverages,beverages + produce,True,38,0.0677671589921807,0.04531176903027468,0.0025395976742631824,0.8270554420996898,0.022974607013301087,1.5441049200496069
white bread,dessert,bakery,dairy,bakery + dairy,True,7,0.023992514870012697,0.02359152576355009,0.00046782062420637575,0.8265089523148185,0.009929078014184398,0.2674976241197595
other vegetables,hamburger meat,produce,meat and seafood,meat and seafood + produce,True,33,0.12210118291786407,0.021853906302212123,0.002205440085544343,0.8265065806982923,0.01555869872701556,1.3995404277043613
other vegetables,pip fruit,produce,produce,produce,False,74,0.12210118291786407,0.049054334023925686,0.004945532313038829,0.8256876492336418,0.029754724567752307,3.261910822365184
shopping bags,napkins,household,household,household,False,13,0.04758404063356279,0.022121232373187194,0.0008688097306689834,0.8253801894157982,0.012621359223300972,0.5156614391959587
frankfurter,chocolate,other,snacks and sweets,other + snacks and sweets,True,11,0.037759807525228894,0.02359152576355009,0.0007351466951814476,0.8252550828549224,0.01212789415656009,0.4332100750007538
root vegetables,bottled water,produce,beverages,beverages + produce,True,52,0.06957160997126245,0.06068301811134131,0.0034752389226759338,0.8231622423372984,0.027411702688455452,2.2603348093741937
whole milk,yogurt,dairy,dairy,dairy,False,167,0.15792287642852368,0.08587850030074183,0.011160863463209249,0.822940237876076,0.047974719908072394,8.264795908877348
soda,tropical fruit,beverages,produce,beverages + produce,True,81,0.09710619528169484,0.0677671589921807,0.005413352937245205,0.822621631637461,0.03394803017602682,3.6806551845777644
whole milk,fruit/vegetable juice,dairy,produce,dairy + produce,True,66,0.15792287642852368,0.03401724253157789,0.004410880171088686,0.8210717454003977,0.023521026372059873,3.1637301655627534
tropical fruit,curd,produce,dairy,dairy + produce,True,28,0.0677671589921807,0.03368308494285905,0.001871282496825503,0.8198005698005699,0.018791946308724834,1.2311547985856555
root vegetables,butter,produce,dairy,dairy + produce,True,30,0.06957160997126245,0.03522020985096572,0.002004945532313039,0.8182360050090501,0.019505851755526656,1.3494202927304257
other vegetables,soda,produce,beverages,beverages + produce,True,145,0.12210118291786407,0.09710619528169484,0.009690570072846355,0.817301915030752,0.046251993620414676,7.470889949400977
butter,chicken,dairy,meat and seafood,dairy + meat and seafood,True,12,0.03522020985096572,0.027868742899151238,0.0008019782129252155,0.8170586870162315,0.012875536480686693,0.5240810698062681
soda,bottled water,beverages,beverages,beverages,False,72,0.09710619528169484,0.06068301811134131,0.0048118692775512934,0.8165818252377735,0.031454783748361734,3.4975881955565513
other vegetables,sausage,produce,meat and seafood,meat and seafood + produce,True,90,0.12210118291786407,0.06034886052262247,0.006014836596939116,0.816271977917069,0.03409090909090909,4.511773743385377
rolls/buns,tropical fruit,bakery,produce,bakery + produce,True,91,0.11000467820624206,0.0677671589921807,0.006081668114682885,0.815816119886594,0.035422343324250684,4.560791550432823
rolls/buns,canned beer,bakery,beverages,bakery + beverages,True,63,0.11000467820624206,0.04691572545612511,0.004210385617857381,0.8158161198865937,0.027571115973741792,3.088392399027401
other vegetables,margarine,produce,other,other + produce,True,48,0.12210118291786407,0.03221279155249616,0.003207912851700862,0.8155945737860174,0.02122954444935869,2.3555371641810208
root vegetables,whipped/sour cream,produce,dairy,dairy + produce,True,37,0.06957160997126245,0.043707812604424245,0.0024727661565194146,0.8131897992696977,0.022316043425814232,1.7845857255904505
citrus fruit,chicken,produce,meat and seafood,meat and seafood + produce,True,18,0.05313105660629553,0.027868742899151238,0.0012029673193878234,0.8124338265236868,0.015075376884422112,0.8467959361526909
yogurt,pastry,dairy,bakery,bakery + dairy,True,54,0.08587850030074183,0.0517275947336764,0.00360890195816347,0.81239706813863,0.026932668329177057,2.698780842958745
whole milk,canned beer,dairy,beverages,beverages + dairy,True,90,0.15792287642852368,0.04691572545612511,0.006014836596939116,0.81182113133023,0.030252100840336135,4.8914846066965705
soda,pastry,beverages,bakery,bakery + beverages,True,61,0.09710619528169484,0.0517275947336764,0.0040767225823698456,0.8115998086468165,0.028162511542012932,3.1158804929189263
frankfurter,white bread,other,bakery,bakery + other,True,11,0.037759807525228894,0.023992514870012697,0.0007351466951814476,0.8114625187960659,0.012048192771084338,0.513077512286456
sausage,whipped/sour cream,meat and seafood,dairy,dairy + meat and seafood,True,32,0.06034886052262247,0.043707812604424245,0.002138608567800575,0.8107802398393396,0.02098360655737705,1.5726154772374545
rolls/buns,white bread,bakery,bakery,bakery,False,32,0.11000467820624206,0.023992514870012697,0.002138608567800575,0.8102972682996172,0.016218955904713634,1.6361077462145193
frankfurter,hamburger meat,other,meat and seafood,meat and seafood + other,True,10,0.037759807525228894,0.021853906302212123,0.0006683151774376796,0.8098833590430571,0.011337868480725623,0.47416617632796193
pip fruit,curd,produce,dairy,dairy + produce,True,20,0.049054334023925686,0.03368308494285905,0.0013366303548753592,0.8089507374248519,0.016420361247947452,0.9820268600553664
bottled water,citrus fruit,beverages,produce,beverages + produce,True,39,0.06068301811134131,0.05313105660629553,0.0026064291920069507,0.808407447427479,0.0234375,1.99108363137305
rolls/buns,brown bread,bakery,bakery,bakery,False,50,0.11000467820624206,0.03762614448974136,0.003341575887188398,0.8073288169392834,0.02315886984715146,2.6842412000759626
whipped/sour cream,margarine,dairy,other,dairy + other,True,17,0.043707812604424245,0.03221279155249616,0.0011361358016440553,0.806942911162714,0.015192135835567472,0.8484126423427666
coffee,chocolate,beverages,snacks and sweets,beverages + snacks and sweets,True,9,0.03161130789280225,0.02359152576355009,0.0006014836596939117,0.8065389383658045,0.011015911872705017,0.4416955806701839
rolls/buns,hamburger meat,bakery,meat and seafood,bakery + meat and seafood,True,29,0.11000467820624206,0.021853906302212123,0.0019381140145692708,0.8061931250255461,0.014917695473251032,1.55205038770047
sausage,domestic eggs,meat and seafood,other,meat and seafood + other,True,27,0.06034886052262247,0.037091492347791216,0.001804450979081735,0.8061237317051271,0.018867924528301886,1.3914246492037932
soda,coffee,beverages,beverages,beverages,False,37,0.09710619528169484,0.03161130789280225,0.0024727661565194146,0.805552120057794,0.019587083112758075,1.986223524541535
pastry,curd,bakery,dairy,bakery + dairy,True,21,0.0517275947336764,0.03368308494285905,0.001403461872619127,0.8055017226528856,0.016706443914081142,1.0762957986075354
rolls/buns,sausage,bakery,meat and seafood,bakery + meat and seafood,True,80,0.11000467820624206,0.06034886052262247,0.005346521419501437,0.8053619028780803,0.03240178209801539,4.499872792599849
rolls/buns,bottled beer,bakery,beverages,bakery + beverages,True,60,0.11000467820624206,0.04531176903027468,0.004009891064626078,0.8044710158173743,0.026501766784452294,3.3559373470006335
butter,dessert,dairy,dairy,dairy,False,10,0.03522020985096572,0.02359152576355009,0.0006683151774376796,0.804328310872919,0.011494252873563218,0.5053158204001095
whole milk,rolls/buns,dairy,bakery,bakery + dairy,True,209,0.15792287642852368,0.11000467820624206,0.013967787208447505,0.8040284376030019,0.055,13.32052658829823
pip fruit,margarine,produce,other,other + produce,True,19,0.049054334023925686,0.03221279155249616,0.0012697988371315912,0.8035801101224461,0.01587301587301587,0.99119651776238
soda,whipped/sour cream,beverages,dairy,beverages + dairy,True,51,0.09710619528169484,0.043707812604424245,0.003408407404932166,0.8030553678880141,0.024805447470817123,2.8528944383429686
pastry,margarine,bakery,other,bakery + other,True,20,0.0517275947336764,0.03221279155249616,0.0013366303548753592,0.8021593918534959,0.016181229773462782,1.0633768694026307
butter,cream cheese,dairy,dairy,dairy,False,10,0.03522020985096572,0.023658357281293858,0.0006683151774376796,0.8020561970003967,0.011481056257175661,0.518619701068312
pip fruit,shopping bags,produce,household,household + produce,True,28,0.049054334023925686,0.04758404063356279,0.001871282496825503,0.8016792701221566,0.019746121297602254,1.516740328071502
whole milk,margarine,dairy,other,dairy + other,True,61,0.15792287642852368,0.03221279155249616,0.0040767225823698456,0.8013786188525382,0.02191091954022989,3.6847865226556467
bottled water,coffee,beverages,beverages,beverages,False,23,0.06068301811134131,0.03161130789280225,0.0015371249081066632,0.8013080813254976,0.016936671575846832,1.2457383572265355
newspapers,dessert,other,dairy,dairy + other,True,11,0.038895943326872955,0.02359152576355009,0.0007351466951814476,0.8011496938368232,0.011904761904761904,0.5785349385467561
pastry,pork,bakery,meat and seafood,bakery + meat and seafood,True,23,0.0517275947336764,0.037091492347791216,0.0015371249081066632,0.8011476592871943,0.01761102603369066,1.2432502240905454
beef,napkins,meat and seafood,household,household + meat and seafood,True,9,0.03395041101383412,0.022121232373187194,0.0006014836596939117,0.8008837452720223,0.010843373493975905,0.4716306524008309
tropical fruit,pastry,produce,bakery,bakery + produce,True,42,0.0677671589921807,0.0517275947336764,0.002806923745238254,0.8007354402703241,0.024054982817869414,2.355932572042751
rolls/buns,citrus fruit,bakery,produce,bakery + produce,True,70,0.11000467820624206,0.05313105660629553,0.004678206242063757,0.8004233629076014,0.02952340784479122,4.133520428707776
tropical fruit,canned beer,produce,beverages,beverages + produce,True,38,0.0677671589921807,0.04691572545612511,0.0025395976742631824,0.798780042369786,0.022646007151370676,2.167917720733172
root vegetables,pastry,produce,bakery,bakery + produce,True,43,0.06957160997126245,0.0517275947336764,0.0028737552629820224,0.798537730814388,0.024266365688487584,2.477104856078946
tropical fruit,citrus fruit,produce,produce,produce,False,43,0.0677671589921807,0.05313105660629553,0.0028737552629820224,0.7981454604096114,0.024348810872027178,2.4868476425437334
shopping bags,butter,household,dairy,dairy + household,True,20,0.04758404063356279,0.03522020985096572,0.0013366303548753592,0.7975502633093832,0.016406890894175553,1.1185399597016583
citrus fruit,cream cheese,produce,dairy,dairy + produce,True,15,0.05313105660629553,0.023658357281293858,0.0010024727661565194,0.7975162562626587,0.013227513227513227,0.8341426996014082
canned beer,margarine,beverages,other,beverages + other,True,18,0.04691572545612511,0.03221279155249616,0.0012029673193878234,0.7959889349930844,0.015437392795883362,1.0203795331763061
root vegetables,sausage,produce,meat and seafood,meat and seafood + produce,True,50,0.06957160997126245,0.06034886052262247,0.003341575887188398,0.7958847815425791,0.026399155227032733,2.9937875493871275
citrus fruit,coffee,produce,beverages,beverages + produce,True,20,0.05313105660629553,0.03161130789280225,0.0013366303548753592,0.7958301753826106,0.016025641025641024,1.1424918826709671
pip fruit,white bread,produce,bakery,bakery + produce,True,14,0.049054334023925686,0.023992514870012697,0.0009356412484127515,0.7949800004553976,0.012974976830398518,0.79754544172163
sausage,brown bread,meat and seafood,bakery,bakery + meat and seafood,True,27,0.06034886052262247,0.03762614448974136,0.001804450979081735,0.7946690427999032,0.018763029881862403,1.5840754808189506
bottled beer,chicken,beverages,meat and seafood,beverages + meat and seafood,True,15,0.04531176903027468,0.027868742899151238,0.0010024727661565194,0.7938604868317736,0.01388888888888889,0.8651334196959304
whole milk,pastry,dairy,bakery,bakery + dairy,True,97,0.15792287642852368,0.0517275947336764,0.006482657221145492,0.7935708888429612,0.03190789473684211,6.522932878112313
shopping bags,curd,household,dairy,dairy + household,True,19,0.04758404063356279,0.03368308494285905,0.0012697988371315912,0.7922490859639736,0.015873015873015872,1.1246865322583617
other vegetables,napkins,produce,household,household + produce,True,32,0.12210118291786407,0.022121232373187194,0.002138608567800575,0.7917755983179465,0.015051740357478834,2.041181532933862
yogurt,chocolate,dairy,snacks and sweets,dairy + snacks and sweets,True,24,0.08587850030074183,0.02359152576355009,0.001603956425850431,0.7916843950132824,0.01486988847583643,1.4738975680459612
bottled water,chicken,beverages,meat and seafood,beverages + meat and seafood,True,20,0.06068301811134131,0.027868742899151238,0.0013366303548753592,0.7903633040704001,0.015325670498084292,1.217869512324243
soda,chicken,beverages,meat and seafood,beverages + meat and seafood,True,32,0.09710619528169484,0.027868742899151238,0.002138608567800575,0.7902545135261373,0.017410228509249184,2.0295822728409996
yogurt,cream cheese,dairy,dairy,dairy,False,24,0.08587850030074183,0.023658357281293858,0.001603956425850431,0.7894479984171997,0.014860681114551083,1.5100826779162602
whole milk,chocolate,dairy,snacks and sweets,dairy + snacks and sweets,True,44,0.15792287642852368,0.02359152576355009,0.0029405867807257902,0.7892833208853681,0.016467065868263474,3.0104690614344323
margarine,coffee,other,beverages,beverages + other,True,12,0.03221279155249616,0.03161130789280225,0.0008019782129252155,0.7875746756379777,0.012725344644750794,0.7336222525030347
soda,hamburger meat,beverages,meat and seafood,beverages + meat and seafood,True,25,0.09710619528169484,0.021853906302212123,0.001670787943594199,0.7873091842039355,0.014245014245014245,1.6264913843252893
soda,brown bread,beverages,bakery,bakery + beverages,True,43,0.09710619528169484,0.03762614448974136,0.0028737552629820224,0.7865260702729333,0.02179422199695895,2.867243214834075
other vegetables,rolls/buns,produce,bakery,bakery + produce,True,158,0.12210118291786407,0.11000467820624206,0.010559379803515338,0.7861535586427697,0.04766214177978884,11.763094058012259
shopping bags,beef,household,meat and seafood,household + meat and seafood,True,19,0.04758404063356279,0.03395041101383412,0.0012697988371315912,0.7860109041847297,0.015820149875104078,1.203045999114858
yogurt,curd,dairy,dairy,dairy,False,34,0.08587850030074183,0.03368308494285905,0.0022722716032881106,0.7855320857266384,0.019373219373219373,2.2538039692649026
root vegetables,bottled beer,produce,beverages,beverages + produce,True,37,0.06957160997126245,0.04531176903027468,0.0024727661565194146,0.7844043196495314,0.02199762187871581,2.4682965456593644
yogurt,whipped/sour cream,dairy,dairy,dairy,False,44,0.08587850030074183,0.043707812604424245,0.0029405867807257902,0.783412463261105,0.023218997361477568,3.013939935082907
root vegetables,pip fruit,produce,produce,produce,False,40,0.06957160997126245,0.049054334023925686,0.0026732607097507185,0.7833067659214703,0.023054755043227664,2.7100678195191374
yogurt,frankfurter,dairy,other,dairy + other,True,38,0.08587850030074183,0.037759807525228894,0.0025395976742631824,0.7831603594917531,0.02097130242825607,2.5937185018454425
pip fruit,chicken,produce,meat and seafood,meat and seafood + produce,True,16,0.049054334023925686,0.027868742899151238,0.0010693042839002875,0.7821797058266194,0.014096916299559472,1.0498554538931753
other vegetables,domestic eggs,produce,other,other + produce,True,53,0.12210118291786407,0.037091492347791216,0.003542070440419702,0.782101313135796,0.022756547874624306,3.806208658785599
frankfurter,beef,other,meat and seafood,meat and seafood + other,True,15,0.037759807525228894,0.03395041101383412,0.0010024727661565194,0.7819838338791724,0.014177693761814747,0.9808169605119096
soda,root vegetables,beverages,produce,beverages + produce,True,79,0.09710619528169484,0.06957160997126245,0.005279689901757669,0.7815007936807017,0.03271221532091098,5.744837767322609
butter,coffee,dairy,beverages,beverages + dairy,True,13,0.03522020985096572,0.03161130789280225,0.0008688097306689834,0.7803515049885466,0.013171225937183381,0.8602637776688195
root vegetables,tropical fruit,produce,produce,produce,False,55,0.06957160997126245,0.0677671589921807,0.0036757334759072377,0.7796374294933373,0.0275,3.9494654249681953
curd,frozen vegetables,dairy,produce,dairy + produce,True,11,0.03368308494285905,0.028002405934638777,0.0007351466951814476,0.7794114861537296,0.01206140350877193,0.7311507019379105
pip fruit,whipped/sour cream,produce,dairy,dairy + produce,True,25,0.049054334023925686,0.043707812604424245,0.001670787943594199,0.7792644718312793,0.018341892883345562,1.7189106452450151
whole milk,curd,dairy,dairy,dairy,False,62,0.15792287642852368,0.03368308494285905,0.004143554100113613,0.7789617045859112,0.02210338680926916,4.779023616725889
citrus fruit,pastry,produce,bakery,bakery + produce,True,32,0.05313105660629553,0.0517275947336764,0.002138608567800575,0.7781450603741084,0.02081977878985036,2.254263265110607
root vegetables,domestic eggs,produce,other,other + produce,True,30,0.06957160997126245,0.037091492347791216,0.002004945532313039,0.7769556299815666,0.019157088122605363,2.144073110595071
other vegetables,whipped/sour cream,produce,dairy,dairy + produce,True,62,0.12210118291786407,0.043707812604424245,0.004143554100113613,0.7764152727771836,0.02563042579578338,4.754959436834278
whipped/sour cream,cream cheese,dairy,dairy,dairy,False,12,0.043707812604424245,0.023658357281293858,0.0008019782129252155,0.7755662675581817,0.012048192771084338,0.8347302986972591
fruit/vegetable juice,chicken,produce,meat and seafood,meat and seafood + produce,True,11,0.03401724253157789,0.027868742899151238,0.0007351466951814476,0.7754566484337089,0.012021857923497269,0.7616251576530613
whole milk,chicken,dairy,meat and seafood,dairy + meat and seafood,True,51,0.15792287642852368,0.027868742899151238,0.003408407404932166,0.774442316650277,0.01868816416269696,4.092791067879139
